time,L_total,omega_total,L_cluster0,omega_cluster0,L_cluster1,omega_cluster1,L_cluster2,omega_cluster2,L_cluster3,omega_cluster3,L_cluster4,omega_cluster4,L_cluster5,omega_cluster5
42.1000,-58.010605,-0.145027,63.243957,0.580220,-217.384060,-2.241073,65.337868,0.710194,52.421379,0.569798,0.000000,0.000000,0.000000,0.000000
42.1250,269.236069,0.673090,-10.580048,-0.098879,221.320076,2.281650,92.367551,1.003995,-104.825442,-1.127155,0.000000,0.000000,0.000000,0.000000
42.1500,-194.782133,-0.486955,50.678195,0.478096,-39.804450,-0.410355,-106.235949,-1.154739,-99.226309,-1.066950,0.000000,0.000000,0.000000,0.000000
42.1750,-236.298377,-0.590746,-45.232137,-0.422730,51.610607,0.526639,-173.413055,-1.884925,-84.837555,-0.922147,0.000000,0.000000,0.000000,0.000000
42.2000,31.841164,0.079603,138.005175,1.266103,-62.504602,-0.637802,-165.049220,-1.794013,117.281443,1.274798,0.000000,0.000000,0.000000,0.000000
42.2250,42.094307,0.105236,121.456320,1.124596,-91.370321,-0.941962,167.792058,1.823827,-55.565296,-0.603971,0.000000,0.000000,0.000000,0.000000
42.2500,364.457841,0.911145,50.926076,0.471538,-64.291149,-0.656032,281.246683,3.057029,90.629885,0.974515,0.000000,0.000000,0.000000,0.000000
42.2750,535.536541,1.338841,354.346639,3.280987,7.058713,0.072028,92.135046,1.001468,94.081741,1.022628,0.000000,0.000000,0.000000,0.000000
42.3000,286.859759,0.717149,-242.746481,-2.227032,393.794308,4.145203,13.703942,0.148956,120.533937,1.310151,0.000000,0.000000,0.000000,0.000000
42.3250,201.207506,0.503019,-242.430843,-2.224136,91.568824,0.944008,157.771082,1.714903,208.015714,2.261040,0.000000,0.000000,0.000000,0.000000
42.3500,-134.874814,-0.337187,-218.569715,-2.023794,-75.659293,-0.779993,87.983815,0.956346,150.454116,1.635371,0.000000,0.000000,0.000000,0.000000
42.3750,-148.444227,-0.371111,46.149082,0.427306,-285.278802,-2.941019,143.455125,1.559295,-62.583187,-0.680252,0.000000,0.000000,0.000000,0.000000
42.4000,48.650884,0.121627,-97.188183,-0.899891,338.058786,3.521446,-265.091849,-2.881433,64.108084,0.696827,0.000000,0.000000,0.000000,0.000000
42.4250,-305.243379,-0.763108,-301.918358,-2.821667,-158.035687,-1.663534,279.787062,3.041164,-17.845550,-0.193973,0.000000,0.000000,0.000000,0.000000
42.4500,183.400902,0.458502,-24.948649,-0.233165,14.154026,0.147438,18.811528,0.204473,115.899044,1.259772,0.000000,0.000000,0.000000,0.000000
42.4750,202.385328,0.505963,-117.251741,-1.116683,141.603433,1.490562,54.683529,0.594386,169.512600,1.842528,0.000000,0.000000,0.000000,0.000000
42.5000,-421.560930,-1.053902,-76.706695,-0.723648,-123.293838,-1.297830,19.747084,0.214642,-205.803105,-2.236990,0.000000,0.000000,0.000000,0.000000
42.5250,-431.162515,-1.077906,-33.443996,-0.321577,-97.483477,-1.037058,-64.407390,-0.700080,-134.302703,-1.459812,0.000000,0.000000,0.000000,0.000000
42.5500,140.664435,0.351661,296.138744,2.793762,300.409874,3.195850,-193.098092,-2.098892,-192.672226,-2.094263,0.000000,0.000000,0.000000,0.000000
42.5750,-345.176257,-0.862941,-438.281545,-4.174110,128.998235,1.343732,-234.411165,-2.547947,210.349741,2.311536,0.000000,0.000000,0.000000,0.000000
