time,L_theta_total,L_phi_total,mean_theta_dot,mean_phi_dot,L_theta_ring0,omega_theta_ring0,L_theta_ring1,omega_theta_ring1,L_theta_ring2,omega_theta_ring2,L_theta_ring3,omega_theta_ring3,rel_omega_theta,rel_omega_phi
51.8250,665.122385,-23.272099,1.010249,-0.232721,635.253607,2.365318,29.868778,-0.253173,0.000000,0.000000,0.000000,0.000000,-2.618491,-1.573915
51.8500,614.673307,34.839862,0.593204,0.348399,152.747450,0.345414,461.925858,0.817395,0.000000,0.000000,0.000000,0.000000,0.471981,-2.739654
51.8750,329.783996,-20.666397,0.515628,-0.206664,105.374845,0.697809,224.409151,0.347461,0.000000,0.000000,0.000000,0.000000,-0.350349,-3.998038
51.9000,-14.524041,164.258737,-0.393241,1.642587,-177.636049,-1.965429,-273.799696,-3.862373,247.857008,1.065690,0.000000,0.000000,-1.896944,12.123095
51.9250,-101.208832,166.806536,-0.160509,1.668065,-29.532898,0.027519,-71.675934,-0.327251,0.000000,0.000000,0.000000,0.000000,-0.354769,5.530465
51.9500,-143.181647,-3.891829,0.245218,-0.038918,81.645292,0.544172,-151.123158,0.085430,0.000000,0.000000,0.000000,0.000000,-0.458743,-0.190900
51.9750,-140.524161,-47.952568,-0.275153,-0.479526,158.249277,0.334237,-298.773438,-0.849044,0.000000,0.000000,0.000000,0.000000,-1.183281,3.828438
52.0000,321.187550,123.708437,0.048000,1.237084,-79.168043,-0.280775,400.355592,0.351485,0.000000,0.000000,0.000000,0.000000,0.632260,-0.365103
52.0250,298.881036,-157.900162,0.340205,-1.579002,38.650576,0.247259,260.230460,0.427736,0.000000,0.000000,0.000000,0.000000,0.180477,-1.995917
52.0500,-972.250841,-95.399267,-0.534398,-0.953993,-149.577644,-0.197069,-906.271943,-0.991456,0.000000,0.000000,0.000000,0.000000,-0.794387,5.007801
52.0750,-815.783462,-70.792428,-0.780656,-0.707924,-284.016977,-0.907803,-531.766485,-0.657267,0.000000,0.000000,0.000000,0.000000,0.250536,-0.975174
52.1000,-102.778169,9.613143,0.452095,0.096131,435.179639,1.511544,-550.630728,-0.594175,0.000000,0.000000,0.000000,0.000000,-2.105719,3.897772
52.1250,-337.650562,-3.804036,-0.280678,-0.038040,37.859031,-0.101291,-316.528195,-0.369429,0.000000,0.000000,0.000000,0.000000,-0.268138,3.645516
52.1500,59.116926,-52.990639,0.379844,-0.529906,285.646906,1.176595,-226.529980,-0.385663,0.000000,0.000000,0.000000,0.000000,-1.562258,-7.526360
52.1750,535.594903,-2.782690,0.604459,-0.027827,41.567340,0.476833,498.946191,0.752354,0.000000,0.000000,0.000000,0.000000,0.275520,-0.371600
52.2000,435.057143,63.994155,0.436074,0.639942,126.206671,0.312665,241.881105,0.462440,0.000000,0.000000,0.000000,0.000000,0.149775,5.309258
52.2250,-267.657652,123.110101,0.118281,1.231101,32.826217,0.649527,-300.483869,-0.402446,0.000000,0.000000,0.000000,0.000000,-1.051973,3.093726
52.2500,-281.578958,310.716963,0.343200,3.107170,393.679534,1.933598,-567.752522,-1.019150,0.000000,0.000000,0.000000,0.000000,-2.952748,0.573134
52.2750,3.691116,196.571348,0.375226,1.965713,-42.048727,0.355111,45.739843,0.394170,0.000000,0.000000,0.000000,0.000000,0.039060,-1.002187
52.3000,-232.434299,80.660838,-0.024264,0.806608,-224.077633,-0.006841,83.036077,0.089337,0.000000,0.000000,0.000000,0.000000,0.096177,-0.077640
52.3250,406.910838,-72.857687,0.471466,-0.728577,538.948995,1.275671,-140.977882,-0.275615,0.000000,0.000000,0.000000,0.000000,-1.551286,2.375834
52.3500,639.727224,-55.915595,0.920898,-0.559156,243.649611,1.246963,395.719657,0.623157,0.000000,0.000000,0.000000,0.000000,-0.623806,4.206078
52.3750,-86.720985,20.727177,0.394792,0.207272,96.505977,1.309897,37.101762,0.450527,-216.839120,-0.837401,0.000000,0.000000,-0.859371,9.249529
52.4000,144.776031,-91.512544,-0.178363,-0.915125,23.380423,0.493364,-98.489723,-1.958063,279.209788,1.568232,220.513461,1.181019,-2.451427,3.941909
52.4250,37.810416,103.157101,0.488911,1.031571,7.794751,0.569396,18.673306,0.402678,0.000000,0.000000,0.000000,0.000000,-0.166718,-1.339440
52.4500,-556.683889,85.197875,-0.472487,0.851979,-220.546219,-0.689020,-268.909550,-0.203085,0.000000,0.000000,0.000000,0.000000,0.485935,4.315191
52.4750,-349.558292,-249.412938,-0.139074,-2.494129,161.764218,1.683267,161.206258,1.885205,-406.069120,-1.460653,0.000000,0.000000,0.201938,3.376130
52.5000,-353.359268,-243.906582,-0.387602,-2.439066,-67.964898,-0.900488,29.620851,0.438868,-134.721830,-0.482546,0.000000,0.000000,1.339356,10.229869
52.5250,-158.631523,49.588237,-0.121387,0.495882,-230.918062,-0.367267,39.852501,-0.037684,0.000000,0.000000,0.000000,0.000000,0.329582,-3.160591
52.5500,74.799091,-144.318542,0.066920,-1.443185,232.185628,0.793483,-157.386536,-0.590445,0.000000,0.000000,0.000000,0.000000,-1.383928,5.559133
52.5750,-334.739649,14.885280,-0.229884,0.148853,-338.893528,-0.731145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52.6000,-44.211943,124.927097,0.005086,1.249271,-91.618842,-0.673415,-29.575560,-0.397473,-259.755953,-0.773194,0.000000,0.000000,0.275942,0.892816
52.6250,91.073377,120.202437,0.589391,1.202024,6.602961,0.213606,162.108824,2.196777,82.714908,0.227441,0.000000,0.000000,1.983172,9.545387
52.6500,191.831144,-39.421604,0.715366,-0.394216,363.017844,1.727779,-219.545818,-0.377783,0.000000,0.000000,0.000000,0.000000,-2.105561,1.924535
52.6750,1008.087799,-65.730981,0.888288,-0.657310,29.403666,-0.052604,978.684132,1.731077,0.000000,0.000000,0.000000,0.000000,1.783681,1.411430
52.7000,676.869281,155.011064,0.721670,1.550111,168.789947,1.842838,-13.049466,-0.337684,373.641946,1.135655,0.000000,0.000000,-2.180521,8.503002
52.7250,314.015084,-77.377768,0.122081,-0.773778,-154.364080,-0.432465,468.379164,0.644324,0.000000,0.000000,0.000000,0.000000,1.076789,0.238322
52.7500,-116.045991,68.397912,-0.001594,0.683979,-231.648038,-0.256715,156.432527,0.302258,0.000000,0.000000,0.000000,0.000000,0.558973,-0.455528
52.7750,-71.035693,230.029043,-0.054976,2.300290,113.835547,1.104179,3.104864,0.030075,-626.191020,-2.216357,0.000000,0.000000,-1.074104,2.196612
52.8000,245.474825,63.290457,-0.243075,0.632905,-277.814387,-1.213463,523.289212,0.698632,0.000000,0.000000,0.000000,0.000000,1.912095,-2.303640
52.8250,-400.952972,5.470064,-0.077991,0.054701,56.112252,0.825300,363.776550,5.239784,-722.108409,-2.431654,0.000000,0.000000,4.414483,11.650638
52.8500,406.576901,77.080933,0.722339,0.770809,269.595864,1.441077,119.370927,0.043919,0.000000,0.000000,0.000000,0.000000,-1.397157,-0.335600
52.8750,354.810439,-129.792861,0.439175,-1.297929,59.118306,0.365662,307.577297,0.537796,0.000000,0.000000,0.000000,0.000000,0.172134,-1.903900
52.9000,-892.848030,-38.201509,-0.889104,-0.382015,-391.504289,-1.215283,-501.343742,-0.575716,0.000000,0.000000,0.000000,0.000000,0.639567,-2.501619
52.9250,-410.369886,-118.112938,-0.819500,-1.181129,-353.582441,-1.451402,-173.751068,-0.439847,0.000000,0.000000,0.000000,0.000000,1.011554,5.935613
52.9500,253.361600,-45.704947,0.133719,-0.457049,-48.736016,-0.263401,325.119373,0.537792,0.000000,0.000000,0.000000,0.000000,0.801193,-0.995176
52.9750,-421.453163,-1.570307,-0.409655,-0.015703,-233.157204,-2.974134,144.759254,1.839513,-444.156680,-1.310020,0.000000,0.000000,4.813648,1.596600
53.0000,-124.124562,-127.666806,-0.054608,-1.276668,-137.703882,-0.260586,13.579320,0.149321,0.000000,0.000000,0.000000,0.000000,0.409907,-1.171484
53.0250,332.709024,-60.469567,0.437496,-0.604696,133.268941,0.420296,171.084567,0.372547,0.000000,0.000000,0.000000,0.000000,-0.047749,2.288281
53.0500,474.534138,99.807712,0.292411,0.998077,45.017553,-0.073618,475.316579,0.807446,0.000000,0.000000,0.000000,0.000000,0.881063,-4.486589
53.0750,-160.732936,103.758175,-0.225753,1.037582,243.406398,0.383792,-280.710130,-0.318002,0.000000,0.000000,0.000000,0.000000,-0.701793,2.317681
53.1000,-131.367019,256.375372,-0.071668,2.563754,-5.171457,-0.276848,48.160138,0.622039,-114.459074,-0.461695,0.000000,0.000000,0.898887,-3.066683
53.1250,85.182418,210.200983,0.628160,2.102010,492.411063,1.595573,-407.228645,-0.292062,0.000000,0.000000,0.000000,0.000000,-1.887635,-0.494846
53.1500,-188.808833,78.739537,0.358381,0.787395,334.863086,1.660061,-432.012021,-0.698395,0.000000,0.000000,0.000000,0.000000,-2.358456,-0.178004
53.1750,215.206758,-67.385635,0.468493,-0.673856,89.275879,0.519597,275.369459,0.651781,0.000000,0.000000,0.000000,0.000000,0.132184,2.476736
53.2000,642.284623,13.663648,0.763319,0.136636,199.321942,0.918109,412.642503,0.618626,0.000000,0.000000,0.000000,0.000000,-0.299484,-1.172891
53.2250,305.161082,13.129081,0.010842,0.131291,-131.684928,-0.995359,-93.358520,-1.297475,303.074200,0.779199,0.000000,0.000000,-0.302116,0.091290
53.2500,215.832947,-55.800696,0.095734,-0.558007,-22.281669,-0.500391,217.191371,0.598324,0.000000,0.000000,0.000000,0.000000,1.098715,1.531486
53.2750,42.174457,123.300349,0.179214,1.233003,14.456327,0.064869,27.718130,0.289076,0.000000,0.000000,0.000000,0.000000,0.224207,-1.993109
53.3000,-516.023514,185.678452,-0.398098,1.856785,-129.386036,-0.244793,-335.069938,-0.465969,0.000000,0.000000,0.000000,0.000000,-0.221176,-2.795514
53.3250,-250.066559,-234.530995,-0.196896,-2.345310,201.973360,0.398910,-413.486161,-0.606402,0.000000,0.000000,0.000000,0.000000,-1.005312,4.349588
53.3500,-576.293540,-99.342425,-0.405395,-0.993424,-107.000398,-0.052628,-469.293142,-0.740954,0.000000,0.000000,0.000000,0.000000,-0.688326,-0.570205
53.3750,138.274769,53.188241,-0.303346,0.531882,-115.041306,-1.829162,-227.208063,-5.252433,214.662626,0.974805,0.000000,0.000000,-3.423271,-1.322349
53.4000,-61.568296,-169.193091,0.198090,-1.691931,-80.305292,-1.179325,117.782273,1.822188,-70.990523,-0.235137,0.000000,0.000000,3.001512,8.237522
53.4250,-429.179400,10.627182,-0.405452,0.106272,-131.602095,-0.202535,-282.199330,-0.581018,0.000000,0.000000,0.000000,0.000000,-0.378483,2.550454
53.4500,-76.931762,98.037419,-0.666071,0.980374,-403.434987,-1.763531,411.268772,0.460010,0.000000,0.000000,0.000000,0.000000,2.223541,-1.699768
53.4750,184.699153,157.075919,0.368236,1.570759,286.672968,0.967452,-101.973815,-0.201750,0.000000,0.000000,0.000000,0.000000,-1.169203,2.445049
53.5000,25.420209,-68.976160,0.220580,-0.689762,-26.592319,0.187778,-28.567116,-0.041945,0.000000,0.000000,0.000000,0.000000,-0.229722,0.224699
53.5250,666.631801,-79.069713,0.980042,-0.790697,339.834631,1.647368,422.047968,0.505458,0.000000,0.000000,0.000000,0.000000,-1.141910,0.832368
53.5500,710.681123,50.658308,0.633284,0.506583,111.706124,0.257354,498.254066,0.865976,0.000000,0.000000,0.000000,0.000000,0.608622,-1.762204
53.5750,378.639532,1.112630,0.587203,0.011126,29.706379,0.439168,141.217385,2.295853,126.091510,0.516864,0.000000,0.000000,1.856685,4.071597
53.6000,-193.315663,92.997469,-0.513866,0.929975,-211.330190,-0.980893,18.014528,-0.095534,0.000000,0.000000,0.000000,0.000000,0.885359,6.328520
53.6250,-107.728634,240.098187,0.124433,2.400982,259.982938,0.996247,-376.775030,-0.675205,0.000000,0.000000,0.000000,0.000000,-1.671452,5.076234
53.6500,-107.841868,121.635024,0.365903,1.216350,334.368209,1.823028,-300.636874,-0.382534,0.000000,0.000000,0.000000,0.000000,-2.205562,0.474133
53.6750,-483.724309,53.715161,-0.124597,0.537152,231.109385,0.690253,-770.656090,-1.067884,0.000000,0.000000,0.000000,0.000000,-1.758137,0.418670
53.7000,355.990938,-45.305409,0.264160,-0.453054,104.555911,0.371739,230.490394,0.105077,0.000000,0.000000,0.000000,0.000000,-0.266662,4.276424
53.7250,49.177953,-160.612792,0.965518,-1.606128,690.573196,2.858853,-718.936221,-0.918207,0.000000,0.000000,0.000000,0.000000,-3.777060,-3.214643
53.7500,-438.907963,-88.575036,-0.911450,-0.885750,-487.211165,-1.752426,152.052172,0.160129,0.000000,0.000000,0.000000,0.000000,1.912555,3.053332
53.7750,-208.769121,-129.956492,-0.509482,-1.299565,-465.030328,-1.781738,256.261207,0.585249,0.000000,0.000000,0.000000,0.000000,2.366987,2.501612
53.8000,318.376787,-37.663313,0.135965,-0.376633,-121.677379,-0.665286,326.772913,0.460234,0.000000,0.000000,0.000000,0.000000,1.125520,5.196819
53.8250,-509.610633,21.083174,-0.684887,0.210832,-367.431586,-1.538889,-142.179047,0.072436,0.000000,0.000000,0.000000,0.000000,1.611325,0.169006
53.8500,156.505963,-193.541222,0.008523,-1.935412,-251.439155,-0.817230,461.741403,0.965834,0.000000,0.000000,0.000000,0.000000,1.783065,-0.374178
53.8750,-116.802599,-167.140809,0.424148,-1.671408,311.950786,1.261089,-428.753385,-0.296010,0.000000,0.000000,0.000000,0.000000,-1.557099,2.526197
53.9000,382.746893,69.042262,0.267204,0.690423,309.509248,1.060397,219.245058,0.963986,0.000000,0.000000,0.000000,0.000000,-0.096410,14.525695
53.9250,-594.297794,6.023862,-0.106764,0.060239,-966.826731,-1.729208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53.9500,-220.214168,219.015847,-0.550223,2.190158,112.901473,0.223085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53.9750,134.061959,183.677087,0.271136,1.836771,-371.242868,-0.533910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54.0000,-35.990384,169.055990,0.169781,1.690560,-173.675801,-2.601206,11.110863,0.090445,246.459796,1.289195,0.000000,0.000000,2.691651,18.465077
54.0250,236.254185,-149.710534,0.382705,-1.497105,172.826181,0.908516,172.859843,0.078628,0.000000,0.000000,0.000000,0.000000,-0.829888,2.456776
54.0500,898.778032,39.506308,0.941835,0.395063,256.000160,0.858828,642.777871,1.015444,0.000000,0.000000,0.000000,0.000000,0.156616,2.824548
54.0750,93.585598,75.062831,0.504596,0.750628,459.758955,1.726767,-366.173357,-0.634917,0.000000,0.000000,0.000000,0.000000,-2.361684,1.153649
54.1000,417.669617,-77.645928,0.045419,-0.776459,-163.153007,-0.605462,536.759571,0.552105,0.000000,0.000000,0.000000,0.000000,1.157568,-4.268507
54.1250,-372.787396,59.972543,0.098093,0.599725,140.871388,0.859014,-420.402998,-0.479450,0.000000,0.000000,0.000000,0.000000,-1.338463,2.479737
54.1500,-385.710020,131.476599,-0.351099,1.314766,-70.456603,-0.133702,-264.802618,-0.490599,0.000000,0.000000,0.000000,0.000000,-0.356897,-0.495339
54.1750,-297.008393,-148.537736,-0.148836,-1.485377,38.384785,0.327972,-297.004938,-0.475787,0.000000,0.000000,0.000000,0.000000,-0.803759,6.978736
54.2000,-743.884860,-97.445248,-0.400653,-0.974452,181.715569,0.426449,-1044.578894,-1.581660,0.000000,0.000000,0.000000,0.000000,-2.008110,3.187549
54.2250,-159.325585,74.330299,-0.032849,0.743303,63.355069,0.606178,-222.680654,-0.622720,0.000000,0.000000,0.000000,0.000000,-1.228898,-3.269163
54.2500,212.121587,-173.447749,0.027073,-1.734477,-242.799026,-2.518808,-168.271673,-2.337069,40.615734,0.067466,0.000000,0.000000,0.181739,-0.565024
54.2750,-375.114666,-38.822945,-0.739528,-0.388229,-449.949110,-1.706467,130.015578,0.267542,0.000000,0.000000,0.000000,0.000000,1.974010,3.752367
54.3000,-489.032103,9.373235,-0.355307,0.093732,112.484581,0.126096,-601.516685,-0.817832,0.000000,0.000000,0.000000,0.000000,-0.943927,-2.018848
54.3250,-77.101058,137.928248,0.212691,1.379282,50.048854,0.521463,-127.149912,-0.089967,0.000000,0.000000,0.000000,0.000000,-0.611430,-0.667757
54.3500,-184.253540,-112.461749,0.299661,-1.124617,57.023180,1.384145,-68.562915,-1.494393,-271.379245,-1.409544,0.000000,0.000000,-2.878537,0.004357
54.3750,829.272933,-158.249505,0.890683,-1.582495,160.455211,0.910832,657.850391,0.848734,0.000000,0.000000,0.000000,0.000000,-0.062097,4.629560
54.4000,690.281156,50.283643,0.779926,0.502836,380.216472,1.210682,310.064684,0.357699,0.000000,0.000000,0.000000,0.000000,-0.852984,3.629904
54.4250,374.264559,26.506940,0.681185,0.265069,248.409112,1.263572,109.037893,0.105075,0.000000,0.000000,0.000000,0.000000,-1.158497,-2.105239
54.4500,-209.951129,109.417578,-0.641300,1.094176,-203.539202,-1.044260,91.076189,0.014772,0.000000,0.000000,0.000000,0.000000,1.059032,0.657213
54.4750,-38.020371,224.765610,-0.109198,2.247656,36.064754,-0.331628,-74.085125,0.104510,0.000000,0.000000,0.000000,0.000000,0.436139,-0.440022
54.5000,118.451761,131.457354,0.354044,1.314574,241.237590,1.041515,-120.431381,-0.236840,0.000000,0.000000,0.000000,0.000000,-1.278355,-1.942486
54.5250,-172.303924,71.177141,-0.151642,0.711771,-69.130422,-0.183436,-129.867641,-0.163561,0.000000,0.000000,0.000000,0.000000,0.019875,0.890053
54.5500,149.405909,-68.335569,0.214883,-0.683356,7.521636,0.065619,148.748035,0.368396,0.000000,0.000000,0.000000,0.000000,0.302777,0.200271
54.5750,192.045855,-126.876904,0.609301,-1.268769,380.518967,1.607255,-154.365787,-0.273596,0.000000,0.000000,0.000000,0.000000,-1.880852,-0.041499
54.6000,-264.944825,-44.830778,-0.113397,-0.448308,60.969365,0.297493,-219.282632,-0.321089,0.000000,0.000000,0.000000,0.000000,-0.618583,-4.318237
54.6250,-177.946855,-170.359580,-0.223906,-1.703596,-97.895873,-0.369840,-164.282263,-0.224514,0.000000,0.000000,0.000000,0.000000,0.145325,-2.509040
54.6500,367.536951,-53.644596,0.242234,-0.536446,-38.194796,-0.256991,415.505899,0.741856,0.000000,0.000000,0.000000,0.000000,0.998847,0.987952
54.6750,-390.767047,20.977911,-0.908070,0.209779,-418.121897,-1.972851,27.354849,0.114954,0.000000,0.000000,0.000000,0.000000,2.087805,-3.720171
54.7000,-123.964198,-168.439635,-0.349639,-1.684396,130.446861,2.084546,-131.456367,-2.714355,-543.110590,-2.246659,0.000000,0.000000,-4.798902,8.264672
54.7250,57.223816,-133.603106,0.138614,-1.336031,-67.438119,0.133923,124.661935,0.143166,0.000000,0.000000,0.000000,0.000000,0.009244,-0.444226
54.7500,126.891059,-22.044413,0.673517,-0.220444,546.433557,2.014272,-386.262616,-0.462739,0.000000,0.000000,0.000000,0.000000,-2.477011,-0.360712
54.7750,-71.704671,-101.068975,-0.843718,-1.010690,-462.145798,-2.220374,390.441127,0.452745,0.000000,0.000000,0.000000,0.000000,2.673119,-2.240419
54.8000,-364.692355,229.773535,-0.305673,2.297735,-84.947990,-0.170944,-279.744365,-0.433830,0.000000,0.000000,0.000000,0.000000,-0.262886,1.487127
54.8250,158.193677,251.261348,0.212429,2.512613,68.741544,0.352615,89.452133,0.079082,0.000000,0.000000,0.000000,0.000000,-0.273533,2.694415
54.8500,139.961251,167.410327,0.000728,1.674103,-47.207241,-0.245579,187.168493,0.232688,0.000000,0.000000,0.000000,0.000000,0.478267,5.935547
54.8750,638.704401,-118.642587,0.239986,-1.186426,-212.680145,-0.884746,738.162082,1.094025,0.000000,0.000000,0.000000,0.000000,1.978772,-6.183297
54.9000,227.078745,41.710033,1.380720,0.417100,938.690328,3.725912,-711.611583,-0.827858,0.000000,0.000000,0.000000,0.000000,-4.553770,5.041938
54.9250,306.953445,79.108503,0.548149,0.791085,293.138991,1.363267,13.814454,-0.204266,0.000000,0.000000,0.000000,0.000000,-1.567533,0.162404
54.9500,116.836175,-35.834760,0.391715,-0.358348,161.146884,0.646440,-44.310710,0.156584,0.000000,0.000000,0.000000,0.000000,-0.489856,3.843291
54.9750,99.919159,65.141518,-0.641513,0.651415,-452.862146,-1.836102,424.325264,0.226915,0.000000,0.000000,0.000000,0.000000,2.063018,2.120031
55.0000,-45.429264,85.995461,-0.418929,0.859955,-295.260308,-1.213547,137.787022,0.113843,0.000000,0.000000,0.000000,0.000000,1.327390,1.468835
55.0250,-434.692159,-95.767343,0.213896,-0.957673,317.913890,1.368336,-722.821306,-0.828073,0.000000,0.000000,0.000000,0.000000,-2.196409,-3.564360
55.0500,-188.338722,-133.623113,-0.988758,-1.336231,-392.493322,-2.203584,204.154600,0.178429,0.000000,0.000000,0.000000,0.000000,2.382013,2.213743
55.0750,14.972091,148.341191,0.104694,1.483412,-27.341766,0.088384,164.338071,0.322688,0.000000,0.000000,0.000000,0.000000,0.234304,-3.389149
55.1000,192.892358,-159.222463,0.168699,-1.592225,-38.217449,-0.169287,231.109807,0.483826,0.000000,0.000000,0.000000,0.000000,0.653112,0.944688
55.1250,-569.533234,-96.665813,-0.459124,-0.966658,54.009588,0.150111,-623.542822,-1.021494,0.000000,0.000000,0.000000,0.000000,-1.171604,-2.396485
55.1500,-522.038808,-22.845161,-0.637058,-0.228452,-43.118578,-0.775209,-478.920230,-0.508250,0.000000,0.000000,0.000000,0.000000,0.266959,1.812630
55.1750,80.423185,121.571327,-0.008138,1.215713,-4.728422,-0.080117,108.658814,0.091693,0.000000,0.000000,0.000000,0.000000,0.171810,-0.745595
55.2000,-9.429698,-83.138795,-0.712747,-0.831388,-603.275370,-2.516051,529.229406,0.818104,0.000000,0.000000,0.000000,0.000000,3.334155,2.427645
55.2250,627.799910,-113.950280,0.874656,-1.139503,315.286979,1.506280,374.940945,0.434791,0.000000,0.000000,0.000000,0.000000,-1.071489,3.310681
55.2500,824.215738,50.833271,0.921720,0.508333,242.594107,0.973764,420.914308,0.661521,0.000000,0.000000,0.000000,0.000000,-0.312243,-2.682889
55.2750,350.764540,34.328198,1.057530,0.343282,619.124044,2.690498,-310.516127,-0.467914,0.000000,0.000000,0.000000,0.000000,-3.158412,-4.978859
55.3000,-365.438790,212.681836,-0.200286,2.126818,-9.706414,0.029393,-296.245902,-0.305343,0.000000,0.000000,0.000000,0.000000,-0.334736,-4.250999
55.3250,-37.059297,235.291556,0.151745,2.352916,286.070208,0.950327,-163.763787,-0.010457,0.000000,0.000000,0.000000,0.000000,-0.960784,-0.034026
55.3500,249.831254,182.124948,0.243672,1.821249,104.618810,0.300453,145.212445,0.191781,0.000000,0.000000,0.000000,0.000000,-0.108672,-4.456762
55.3750,-127.433249,61.339884,0.129478,0.613399,-52.766122,-0.867452,103.127382,2.348802,-132.424098,-0.606140,0.000000,0.000000,3.216254,3.687716
55.4000,294.338668,-67.057670,0.274761,-0.670577,306.141156,0.737627,-11.802488,-0.152500,0.000000,0.000000,0.000000,0.000000,-0.890127,-1.780716
55.4250,185.748878,-81.956963,0.473886,-0.819570,52.238495,0.814238,133.510383,0.159715,0.000000,0.000000,0.000000,0.000000,-0.654522,-2.627028
55.4500,-214.683041,-11.294200,-0.540673,-0.112942,-269.019245,-1.076917,54.336204,-0.060340,0.000000,0.000000,0.000000,0.000000,1.016577,1.785981
55.4750,-390.000704,-171.465967,-0.605893,-1.714660,-233.910532,-2.062298,-84.438748,-1.172869,8.942010,0.041736,0.000000,0.000000,0.889429,3.326050
55.5000,187.178833,73.060251,0.984065,0.730603,637.428331,2.795299,-431.230105,-0.579537,0.000000,0.000000,0.000000,0.000000,-3.374836,-2.839738
55.5250,-575.075189,61.825823,-0.072219,0.618258,189.798037,0.953951,-786.514059,-1.068666,0.000000,0.000000,0.000000,0.000000,-2.022617,-5.136266
55.5500,-203.417021,-206.058707,-0.397799,-2.060587,-138.563556,-1.789846,-64.531327,-1.073625,192.425101,0.661040,0.000000,0.000000,0.716221,-3.321329
55.5750,-26.403615,-173.501359,-0.303649,-1.735014,-141.265734,-0.772788,114.862119,0.125085,0.000000,0.000000,0.000000,0.000000,0.897873,-3.937231
55.6000,10.823110,62.956993,0.603573,0.629570,262.474888,1.519252,-251.651779,-0.208445,0.000000,0.000000,0.000000,0.000000,-1.727697,-3.152232
55.6250,-182.825582,-143.161421,-0.527291,-1.431614,-145.284588,-1.040742,-8.270824,-0.002450,0.000000,0.000000,0.000000,0.000000,1.038292,3.940831
55.6500,-323.776547,161.292180,-0.408265,1.612922,-228.126022,-0.670882,-139.166127,-0.242886,0.000000,0.000000,0.000000,0.000000,0.427996,-5.009503
55.6750,-240.185160,207.731453,0.358973,2.077315,592.724694,2.135188,-832.909854,-1.280611,0.000000,0.000000,0.000000,0.000000,-3.415798,-0.233572
55.7000,495.097929,206.236239,-0.399260,2.062362,-620.554613,-2.531317,1115.652542,1.628794,0.000000,0.000000,0.000000,0.000000,4.160110,0.237950
55.7250,594.817563,-92.575381,0.585774,-0.925754,67.008943,0.487133,527.808620,0.675919,0.000000,0.000000,0.000000,0.000000,0.188786,-0.216692
55.7500,945.051867,18.896021,0.703919,0.188960,133.811301,1.916881,630.555583,3.127347,-42.869243,-0.203206,0.000000,0.000000,1.210465,-7.693118
55.7750,736.424928,68.160343,0.105528,0.681603,-394.102930,-1.606955,1130.527858,1.654917,0.000000,0.000000,0.000000,0.000000,3.261872,6.424905
55.8000,293.099289,-31.551133,0.355785,-0.315511,149.841544,0.547844,143.257745,0.174915,0.000000,0.000000,0.000000,0.000000,-0.372929,4.457629
55.8250,-344.525345,111.824040,-0.417925,1.118240,-258.025756,-0.821884,-152.994406,-0.225819,0.000000,0.000000,0.000000,0.000000,0.596065,3.789197
55.8500,-415.690489,152.603283,-0.113621,1.526033,164.840711,0.501184,-638.274489,-0.865066,0.000000,0.000000,0.000000,0.000000,-1.366249,-2.982519
55.8750,80.896022,-7.678028,0.076436,-0.076780,-80.056499,-0.053720,137.403201,0.129483,0.000000,0.000000,0.000000,0.000000,0.183203,1.470408
55.9000,-535.970686,-89.141469,-0.523403,-0.891415,25.075998,0.335445,0.185611,-0.105956,-387.337877,-1.161444,0.000000,0.000000,-0.441401,12.461265
55.9250,298.146618,137.820178,-0.079244,1.378202,-297.950699,-1.395896,596.097317,1.088353,0.000000,0.000000,0.000000,0.000000,2.484249,-5.497228
55.9500,273.622477,-150.675900,0.285008,-1.506759,46.318881,0.282128,227.999438,0.305350,0.000000,0.000000,0.000000,0.000000,0.023222,-2.418261
55.9750,-407.887297,-59.183769,-1.099577,-0.591838,-421.602056,-4.972352,-15.236566,-0.247733,476.053804,1.590214,0.000000,0.000000,4.724618,-5.742884
56.0000,-734.665812,-46.928837,-0.894927,-0.469288,-203.449037,-1.353285,-531.216775,-0.463270,0.000000,0.000000,0.000000,0.000000,0.890015,-2.291314
56.0250,330.208113,116.732737,-0.053596,1.167327,-155.463811,-0.736417,485.671924,0.576700,0.000000,0.000000,0.000000,0.000000,1.313117,-0.859422
56.0500,-532.242431,-70.565788,-0.673935,-0.705658,-319.208816,-1.311550,-223.013304,-0.184438,0.000000,0.000000,0.000000,0.000000,1.127112,1.075489
56.0750,565.898781,-103.866628,-0.150594,-1.038666,63.105749,0.559192,-323.926390,-4.830346,412.746780,1.173607,0.000000,0.000000,-5.389538,7.336830
56.1000,671.457972,2.504792,0.582292,0.025048,14.329553,0.245016,610.487686,0.798821,0.000000,0.000000,0.000000,0.000000,0.553805,3.927499
56.1250,331.675758,34.014965,0.568989,0.340150,210.018043,1.004706,121.657714,0.158654,0.000000,0.000000,0.000000,0.000000,-0.846052,0.823121
